,,Democratic,Republican,Unaffiliated,Libertarian,Green,Unity Party of Colorado,American Constitution,Approval Voting,American Solidarity,Socialist Labor,No Party Affiliation,Independent,Unaffiliated/Republican,Democratic,Total Votes Cast,Total Ballots Cast
State,Colorado,1728159,1377441,35623,21439,17344,5149,3522,2196,910,905,30,15,10,2,3192745,3192745
County,Adams,124056,103024,2909,1403,1132,332,259,221,69,76,6,2,1,1,233491,233491
Precinct,4215601243,224,618,7,2,0,0,2,0,0,0,0,0,0,0,853,853
Precinct,4215601244,237,792,14,3,2,0,4,0,0,0,0,0,0,0,1052,1052
Precinct,4215601245,64,268,7,2,0,0,3,1,0,0,0,0,0,0,345,345
Precinct,4215601246,543,1031,20,13,5,1,2,2,0,0,0,0,0,0,1617,1617
Precinct,4215601247,179,671,12,10,1,0,0,0,0,0,0,0,0,0,873,873
Precinct,4215601248,193,787,11,1,2,0,0,1,0,0,0,0,0,0,995,995
Precinct,4215601249,43,287,0,1,1,0,0,0,0,0,0,0,0,0,332,332
Precinct,4215601251,319,967,14,11,2,0,4,1,0,0,0,0,0,0,1318,1318
Precinct,4283601267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Precinct,4285601241,6,28,1,0,0,0,0,0,0,0,0,0,0,0,35,35
Precinct,4285601266,54,144,2,1,1,0,3,1,0,0,0,0,0,0,206,206
Precinct,6215601269,9,16,0,0,0,0,0,0,0,0,0,0,0,0,25,25
Precinct,6283601229,516,233,8,4,11,1,3,1,0,0,0,0,0,0,777,777
Precinct,6283601230,838,281,14,2,7,1,2,5,3,0,0,0,0,0,1153,1153
Precinct,6283601231,937,323,18,6,7,2,1,1,0,1,0,0,0,0,1296,1296
Precinct,6283601232,432,151,9,4,3,5,0,0,0,0,0,0,0,0,604,604
Precinct,6283601233,631,297,5,4,17,3,0,0,0,0,0,0,0,0,957,957
Precinct,6283601234,435,291,4,5,8,1,3,0,0,0,0,0,0,0,747,747
Precinct,6283601235,251,145,7,2,2,3,0,0,0,0,0,0,0,0,410,410
Precinct,6283601236,544,360,6,6,3,4,0,1,0,0,0,0,0,0,924,924
Precinct,6283601237,427,283,9,3,5,5,0,1,0,0,0,0,0,0,733,733
Precinct,6283601238,460,367,15,3,6,2,2,0,2,0,0,0,1,0,858,858
Precinct,6283601239,466,368,4,3,4,3,4,2,0,1,0,0,0,0,855,855
Precinct,6283601240,2441,1050,28,23,19,12,2,0,1,1,0,0,0,0,3577,3577
Precinct,6283601242,63,150,1,3,0,0,0,0,0,0,0,0,0,0,217,217
Precinct,6283601253,526,118,6,1,17,7,0,0,0,0,0,0,0,0,675,675
Precinct,6283601258,470,180,4,7,7,5,2,0,1,0,0,0,0,0,676,676
Precinct,6283601260,742,215,12,10,11,1,1,0,1,0,0,0,0,0,993,993
Precinct,7192401008,536,305,12,5,2,1,0,1,0,0,0,0,0,0,862,862
Precinct,7192401009,497,247,11,5,8,0,0,0,0,0,0,0,0,0,768,768
Precinct,8134801162,329,614,10,4,3,0,1,0,1,0,0,0,0,0,962,962
Precinct,8134801163,212,424,5,6,1,1,0,0,0,0,0,0,0,0,649,649
Precinct,8134801170,509,461,18,6,5,0,3,1,1,0,0,0,0,0,1004,1004
Precinct,8134801171,506,554,23,5,8,1,1,1,0,0,0,0,0,0,1099,1099
Precinct,8134801172,101,159,5,0,0,0,0,0,0,0,0,0,0,0,265,265
Precinct,8134801173,34,44,1,2,0,0,0,0,0,0,0,0,0,0,81,81
Precinct,8134801174,171,268,4,2,3,0,1,2,0,0,0,0,0,0,451,451
Precinct,8134801175,520,733,23,12,2,0,1,3,2,0,0,0,0,0,1296,1296
Precinct,8134801176,339,405,7,1,5,0,0,0,2,0,0,0,0,0,759,759
Precinct,8134801177,173,353,5,2,2,0,0,0,0,0,0,0,0,0,535,535
Precinct,8134801178,308,422,12,1,3,0,0,0,0,0,0,0,0,0,746,746
Precinct,8134801179,139,190,6,2,3,0,0,0,0,0,0,0,0,0,340,340
Precinct,8134801180,353,466,15,5,2,1,1,1,0,0,0,0,0,0,844,844
Precinct,8134801181,478,591,22,5,5,1,2,2,0,0,0,0,0,0,1106,1106
Precinct,8134801182,315,412,8,5,6,0,1,0,0,1,0,0,0,0,748,748
Precinct,8134801183,140,217,5,3,0,0,0,0,0,0,0,0,0,0,365,365
Precinct,8134801184,128,188,5,3,0,0,1,0,0,0,0,0,0,0,325,325
Precinct,8134801185,212,315,8,3,2,1,2,0,0,0,0,0,0,0,543,543
Precinct,8134801186,447,638,14,4,1,0,0,0,0,0,0,0,0,0,1104,1104
Precinct,8134801187,372,442,17,1,1,0,0,1,0,0,0,0,0,0,834,834
Precinct,8134801188,279,415,16,2,3,0,0,1,0,0,0,0,0,0,716,716
Precinct,8134801189,260,434,8,3,0,1,0,0,0,0,0,0,0,0,706,706
Precinct,8134801190,404,558,10,4,3,3,2,0,0,0,0,0,0,0,984,984
Precinct,8134801191,551,640,16,6,6,0,3,1,0,2,0,0,0,0,1225,1225
Precinct,8134801192,336,337,11,1,2,0,1,0,0,0,0,0,0,0,688,688
Precinct,8134801193,426,513,17,7,5,3,1,3,0,0,0,0,0,0,975,975
Precinct,8134801194,134,211,5,5,2,0,0,0,0,0,0,0,0,0,357,357
Precinct,8134801195,219,218,5,3,0,4,1,0,0,0,0,0,0,0,450,450
Precinct,8134801196,222,273,8,4,1,0,1,1,0,0,0,0,0,0,510,510
Precinct,8134801197,148,152,5,4,2,1,0,0,0,0,0,0,0,0,312,312
Precinct,8134801198,395,599,18,3,5,1,0,1,0,0,0,0,0,0,1022,1022
Precinct,8134801227,102,224,1,1,0,0,1,0,0,0,0,0,0,0,329,329
Precinct,8213201003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Precinct,8213201117,714,501,19,10,6,2,2,6,0,0,0,0,0,0,1260,1260
Precinct,8213201118,442,326,13,3,5,2,2,0,0,0,0,0,0,0,793,793
Precinct,8213201119,566,403,17,4,10,3,0,1,0,1,0,0,0,0,1005,1005
Precinct,8213201120,640,352,12,6,3,0,0,1,0,0,0,0,0,0,1014,1014
Precinct,8213201121,512,377,18,4,4,1,1,2,0,1,0,0,0,0,920,920
Precinct,8213201122,314,258,7,4,1,1,0,2,0,1,0,0,0,0,588,588
Precinct,8213201123,607,410,8,7,9,0,0,1,0,0,0,0,0,0,1042,1042
Precinct,8213201124,587,386,18,3,4,1,0,2,0,0,0,0,0,0,1001,1001
Precinct,8213201125,380,292,7,3,4,1,0,1,0,0,0,0,0,0,688,688
Precinct,8213201126,604,455,18,6,11,4,2,1,0,1,0,0,0,0,1102,1102
Precinct,8213201127,366,321,22,3,6,2,1,1,0,0,0,0,0,0,722,722
Precinct,8213201128,442,377,15,2,7,3,3,1,0,0,0,0,0,0,850,850
Precinct,8213201129,534,420,16,2,6,0,2,2,0,0,0,0,0,0,982,982
Precinct,8213201140,315,270,11,3,1,1,0,1,0,1,0,0,0,0,603,603
Precinct,8213201141,618,523,19,5,3,2,2,4,0,1,0,0,0,0,1177,1177
Precinct,8213201199,305,430,8,1,3,2,0,0,0,1,0,0,0,0,750,750
Precinct,8213201200,27,78,1,0,0,0,0,0,0,0,0,0,0,0,106,106
Precinct,8213201201,303,343,11,6,2,1,0,0,0,0,1,0,0,0,667,667
Precinct,8213201202,238,317,8,4,0,0,1,0,0,0,0,0,0,0,568,568
Precinct,8213201203,419,405,6,4,5,0,0,0,0,0,0,0,0,0,839,839
Precinct,8213201204,302,293,6,8,0,0,1,0,0,0,0,0,0,0,610,610
Precinct,8213201205,537,603,13,1,8,0,1,2,0,0,0,0,0,0,1165,1165
Precinct,8213201206,520,628,11,6,4,4,3,3,1,0,0,0,0,0,1180,1180
Precinct,8213201207,327,306,9,5,6,3,0,0,0,0,0,0,0,0,656,656
Precinct,8213201208,239,207,2,1,2,0,0,0,0,0,0,0,0,0,451,451
Precinct,8213201209,816,628,13,7,10,3,3,3,0,1,0,0,0,0,1484,1484
Precinct,8213201210,605,575,7,11,5,2,0,0,0,0,0,0,0,0,1205,1205
Precinct,8213201211,185,185,4,2,1,0,0,0,0,0,0,0,0,0,377,377
Precinct,8213201212,642,604,7,11,6,3,0,1,0,3,0,0,0,0,1277,1277
Precinct,8213201213,555,394,11,10,2,2,0,0,0,2,0,0,0,0,976,976
Precinct,8213201214,552,462,10,5,1,2,5,0,0,0,0,0,0,0,1037,1037
Precinct,8213201215,440,556,10,8,4,2,0,1,0,0,0,0,0,0,1021,1021
Precinct,8213201216,747,656,6,8,8,1,2,2,0,1,0,0,0,0,1431,1431
Precinct,8213201217,413,384,7,4,1,1,0,0,0,0,0,0,0,0,810,810
Precinct,8213201218,470,490,7,3,2,1,1,1,0,0,0,0,0,0,975,975
Precinct,8213201219,439,310,10,4,3,1,0,0,0,0,0,0,0,0,767,767
Precinct,8213201220,293,225,3,2,1,1,0,0,0,0,0,0,0,0,525,525
Precinct,8213201221,244,170,5,2,1,1,2,1,2,0,0,0,0,0,428,428
Precinct,8213201222,521,377,10,7,1,1,1,1,2,0,0,0,0,0,921,921
Precinct,8213201223,74,75,0,0,0,0,0,0,0,0,0,0,0,0,149,149
Precinct,8213201224,141,116,2,0,1,0,0,0,0,0,0,0,0,0,260,260
Precinct,8213201225,47,77,1,1,0,0,0,0,0,0,0,0,0,0,126,126
Precinct,8213201254,293,231,11,0,6,0,1,2,0,1,0,0,0,0,545,545
Precinct,8213201255,224,182,4,2,0,1,0,2,0,0,0,0,0,0,415,415
Precinct,8213201261,286,348,7,5,5,0,0,0,0,0,0,0,0,0,651,651
Precinct,8213201276,198,152,5,1,3,1,0,0,0,0,0,0,0,0,360,360
Precinct,8213501001,717,287,9,4,8,1,0,1,0,2,0,0,0,0,1029,1029
Precinct,8213501002,388,159,9,4,2,1,0,1,0,1,0,0,0,0,565,565
Precinct,8213501004,390,281,7,0,7,0,1,0,2,0,0,0,0,0,688,688
Precinct,8213501005,760,399,19,3,6,5,4,0,0,1,0,0,0,0,1197,1197
Precinct,8213501006,506,288,8,1,6,2,1,1,0,1,0,0,0,0,814,814
Precinct,8213501007,620,453,15,7,6,1,1,0,0,0,0,0,0,0,1103,1103
Precinct,8213501010,651,384,14,7,3,2,0,3,0,0,0,0,0,0,1064,1064
Precinct,8213501011,298,160,3,3,4,0,1,1,0,0,0,0,0,0,470,470
Precinct,8213501012,568,363,7,4,6,1,0,1,0,0,0,0,0,0,950,950
Precinct,8213501013,900,470,24,4,3,2,2,6,2,0,0,0,0,0,1413,1413
Precinct,8213501014,479,337,16,5,7,2,0,1,0,0,0,0,0,0,847,847
Precinct,8213501017,356,229,10,5,0,1,1,2,0,0,0,0,0,0,604,604
Precinct,8213501018,347,262,9,4,8,1,1,0,1,0,0,0,0,0,633,633
Precinct,8213501019,352,246,7,5,5,3,0,0,0,2,0,0,0,0,620,620
Precinct,8213501020,551,344,15,4,7,0,0,0,0,0,0,0,0,0,921,921
Precinct,8213501021,657,400,24,7,9,0,0,2,0,2,1,0,0,0,1102,1102
Precinct,8213501022,618,405,17,9,5,2,1,2,0,1,0,0,0,0,1060,1060
Precinct,8213501023,486,265,10,3,6,3,1,1,0,0,0,0,0,0,775,775
Precinct,8213501024,643,397,13,1,8,0,1,0,0,1,0,0,0,0,1064,1064
Precinct,8213501025,629,374,21,3,6,2,4,0,0,3,0,0,0,0,1042,1042
Precinct,8213501026,278,138,8,3,5,0,0,0,0,0,0,0,0,0,432,432
Precinct,8213501257,849,237,18,10,2,1,0,0,1,1,1,0,0,0,1120,1120
Precinct,8213501262,493,304,11,11,9,0,1,0,0,0,0,0,0,0,829,829
Precinct,8213501270,591,256,9,3,5,1,0,0,0,1,0,0,0,0,866,866
Precinct,8213501271,544,262,12,8,6,1,0,0,0,0,0,0,0,0,833,833
Precinct,8213501275,633,327,26,5,4,1,4,1,0,0,0,0,0,0,1001,1001
Precinct,8214801226,78,202,1,2,0,1,0,0,0,0,0,0,0,0,284,284
Precinct,8215601228,217,470,6,2,0,3,2,0,0,0,0,0,0,0,700,700
Precinct,8215601268,17,57,1,0,1,0,0,0,0,0,0,0,0,0,76,76
Precinct,8243101028,442,293,11,2,8,2,0,1,0,0,1,0,0,0,760,760
Precinct,8243101029,641,380,8,8,3,7,1,1,0,0,0,0,0,0,1049,1049
Precinct,8243101037,362,261,10,0,1,0,0,1,0,0,0,0,0,0,635,635
Precinct,8243101038,682,486,13,9,3,3,3,2,0,2,0,0,0,0,1203,1203
Precinct,8243101041,559,361,8,8,7,1,3,0,0,1,0,0,0,0,948,948
Precinct,8243101097,296,276,6,4,0,0,2,2,0,0,0,0,0,0,586,586
Precinct,8243101103,273,180,5,4,5,0,2,0,0,0,0,0,0,0,469,469
Precinct,8243101105,54,71,1,0,3,0,0,0,0,0,0,0,0,0,129,129
Precinct,8243101106,749,518,9,6,9,3,0,0,0,0,0,0,0,0,1294,1294
Precinct,8243101107,767,550,12,8,10,2,1,0,0,0,0,0,0,0,1350,1350
Precinct,8243101108,675,493,20,7,10,0,1,0,0,0,0,0,0,0,1206,1206
Precinct,8243101109,557,440,13,2,3,0,0,0,0,0,0,0,0,0,1015,1015
Precinct,8243101110,390,299,9,3,2,2,1,0,0,0,0,0,0,0,706,706
Precinct,8243101111,525,431,12,4,6,2,0,0,0,0,0,0,0,0,980,980
Precinct,8243101112,464,305,15,6,1,3,1,0,0,2,0,0,0,0,797,797
Precinct,8243101113,563,414,16,8,2,2,1,0,0,0,0,0,0,0,1006,1006
Precinct,8243101114,486,319,9,3,9,4,3,2,0,0,0,0,0,0,835,835
Precinct,8243101115,502,385,9,6,4,3,2,0,0,2,0,0,0,0,913,913
Precinct,8243101116,243,223,4,1,4,0,0,0,0,0,0,0,0,0,475,475
Precinct,8243101131,318,278,4,4,3,1,1,0,0,0,0,0,0,0,609,609
Precinct,8243101132,485,344,14,5,3,2,0,0,1,0,0,0,0,0,854,854
Precinct,8243101133,668,577,16,6,7,0,1,0,0,0,0,0,0,0,1275,1275
Precinct,8243101134,650,531,15,6,5,0,0,2,0,0,0,0,0,0,1209,1209
Precinct,8243101135,645,579,28,9,7,3,0,1,0,0,0,0,0,0,1272,1272
Precinct,8243101136,492,421,11,7,3,1,2,1,0,0,0,0,0,0,938,938
Precinct,8243101137,729,614,14,7,8,1,1,3,0,0,0,0,0,0,1377,1377
Precinct,8243101138,440,466,9,5,5,4,0,0,0,0,0,0,0,0,929,929
Precinct,8243101139,262,202,9,4,2,0,0,1,0,0,0,0,0,0,480,480
Precinct,8243101142,507,614,21,6,2,0,0,0,0,4,0,0,0,0,1154,1154
Precinct,8243101143,462,400,8,6,7,0,0,0,0,0,0,0,0,0,883,883
Precinct,8243101144,619,609,14,9,3,2,2,1,0,1,0,0,0,0,1260,1260
Precinct,8243101145,737,583,12,10,6,0,1,1,0,0,0,0,0,0,1350,1350
Precinct,8243101146,257,200,9,6,1,0,0,1,0,0,0,0,0,0,474,474
Precinct,8243101147,794,695,20,10,9,2,1,0,0,0,0,0,0,0,1531,1531
Precinct,8243101148,440,396,11,3,4,1,0,3,2,0,0,0,0,0,860,860
Precinct,8243101250,303,190,4,1,0,0,1,0,0,1,0,0,0,0,500,500
Precinct,8243101263,333,195,13,2,5,0,0,1,0,0,0,0,0,0,549,549
Precinct,8243101274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Precinct,8243201130,85,64,3,0,0,0,0,0,0,0,0,0,0,0,152,152
Precinct,8243301071,412,399,16,14,3,1,3,1,0,0,0,0,0,0,849,849
Precinct,8243301072,570,587,11,5,2,1,2,0,0,1,0,0,0,0,1179,1179
Precinct,8243301073,468,516,11,8,6,3,0,0,0,2,1,0,0,0,1015,1015
Precinct,8243301074,486,495,17,9,4,1,2,2,5,0,0,0,0,0,1021,1021
Precinct,8243301075,377,350,3,11,2,0,1,0,0,1,0,0,0,0,745,745
Precinct,8243301158,665,642,22,11,12,0,3,3,0,0,0,0,0,0,1358,1358
Precinct,8243301160,729,790,17,6,11,0,1,2,4,0,0,0,0,0,1560,1560
Precinct,8243301161,537,624,12,6,0,0,0,0,1,1,0,0,0,0,1181,1181
Precinct,8243301165,805,771,5,7,1,0,0,1,0,0,0,0,0,0,1590,1590
Precinct,8243301259,84,124,2,1,0,0,0,0,0,0,0,0,0,0,211,211
Precinct,8243401076,629,529,20,5,3,4,0,2,0,0,0,0,0,0,1192,1192
Precinct,8243401077,261,301,6,4,4,1,0,1,0,0,1,0,0,0,579,579
Precinct,8243401078,378,339,12,9,1,1,0,0,0,0,0,0,0,0,740,740
Precinct,8243401079,417,318,8,5,1,3,0,0,0,0,0,0,0,0,752,752
Precinct,8243401080,432,441,10,7,6,0,1,0,0,0,0,0,0,0,897,897
Precinct,8243401081,502,401,11,12,0,3,0,2,0,0,0,0,0,0,931,931
Precinct,8243401082,538,369,15,9,2,1,2,1,0,0,0,0,0,0,937,937
Precinct,8243401083,544,441,8,15,4,0,0,0,1,0,0,0,0,0,1013,1013
Precinct,8243401084,326,318,5,3,2,1,1,0,0,0,0,0,0,0,656,656
Precinct,8243401085,608,414,11,8,2,1,0,1,0,0,0,0,0,0,1045,1045
Precinct,8243401086,482,444,12,10,3,1,1,1,0,0,0,0,0,0,954,954
Precinct,8243401087,549,433,17,5,7,1,2,0,2,0,0,0,0,0,1016,1016
Precinct,8243401088,712,492,9,8,2,2,2,2,0,1,0,0,0,0,1230,1230
Precinct,8243401089,575,458,10,6,3,4,3,2,1,0,0,0,0,0,1062,1062
Precinct,8243401093,599,572,10,11,8,0,5,2,1,2,0,0,0,0,1210,1210
Precinct,8243401094,558,535,19,8,6,0,0,1,1,0,0,0,0,0,1128,1128
Precinct,8243401149,531,503,8,7,2,1,0,2,0,0,0,0,0,0,1054,1054
Precinct,8243401150,751,551,19,7,13,0,3,0,0,0,0,0,0,0,1344,1344
Precinct,8243401151,654,569,18,6,4,0,2,1,0,0,0,0,0,0,1254,1254
Precinct,8243401152,568,592,13,14,2,0,0,3,0,0,0,0,0,0,1192,1192
Precinct,8243401153,353,444,6,2,5,0,0,0,0,0,0,0,0,0,810,810
Precinct,8243401155,557,665,16,7,11,1,0,1,0,0,0,1,0,0,1259,1259
Precinct,8243401156,439,434,10,3,12,0,2,2,1,0,0,0,0,0,903,903
Precinct,8243401157,435,412,10,1,6,1,3,0,0,0,0,0,0,0,868,868
Precinct,8243401159,426,358,8,5,5,0,3,1,1,0,0,0,0,0,807,807
Precinct,8243401252,761,561,14,3,6,0,1,2,0,0,0,0,0,0,1348,1348
Precinct,8243401256,593,623,22,13,0,2,1,1,0,0,0,0,0,0,1255,1255
Precinct,8243401264,206,226,6,1,2,0,1,0,0,0,0,0,0,0,442,442
Precinct,8243401265,203,173,2,4,2,2,1,0,0,0,0,0,0,0,387,387
Precinct,8243501027,344,192,11,3,9,2,0,1,0,0,0,0,0,0,562,562
Precinct,8243501030,369,344,10,4,2,3,0,1,0,0,0,0,0,0,733,733
Precinct,8243501035,431,319,11,2,3,1,2,0,0,0,0,0,0,0,769,769
Precinct,8243501036,391,302,8,1,2,0,2,0,0,0,0,0,0,0,706,706
Precinct,8243501042,481,285,11,2,4,0,1,0,0,0,0,0,0,0,784,784
Precinct,8244801154,6,25,0,0,0,0,0,0,0,0,0,0,0,0,31,31
Precinct,8244801164,124,243,4,1,1,0,0,0,0,0,0,0,0,0,373,373
Precinct,8244801166,155,286,7,7,0,2,0,0,0,0,0,0,0,0,457,457
Precinct,8244801167,201,365,9,1,0,0,1,1,0,0,0,0,0,0,578,578
Precinct,8244801168,28,64,0,0,0,0,1,0,0,0,0,0,0,0,93,93
Precinct,8244801169,140,274,4,2,4,0,0,0,0,0,0,0,0,0,424,424
Precinct,8252901032,343,236,8,5,2,1,0,0,0,0,0,0,0,0,595,595
Precinct,8252901033,872,489,13,13,3,3,2,2,1,0,0,0,0,0,1398,1398
Precinct,8252901034,551,412,10,10,7,4,3,5,0,0,0,0,0,0,1002,1002
Precinct,8252901043,567,308,14,8,4,1,1,0,0,0,0,0,0,0,903,903
Precinct,8252901044,559,346,6,6,6,2,0,2,0,0,0,0,0,0,927,927
Precinct,8252901045,345,282,9,6,4,0,1,2,1,0,0,0,0,0,650,650
Precinct,8252901046,394,277,9,2,0,2,2,1,0,0,0,0,0,0,687,687
Precinct,8252901047,645,346,11,13,3,2,0,3,1,0,0,0,0,0,1024,1024
Precinct,8252901048,500,326,6,8,2,0,0,0,0,0,0,0,0,0,842,842
Precinct,8252901049,606,380,17,10,8,0,1,2,0,0,0,0,0,0,1024,1024
Precinct,8252901050,505,328,8,8,3,3,0,1,0,0,0,0,0,0,856,856
Precinct,8252901054,499,297,10,2,4,0,0,1,2,0,0,0,0,0,815,815
Precinct,8252901055,445,304,8,1,1,0,0,0,0,1,0,0,0,0,760,760
Precinct,8252901056,745,425,12,11,9,1,1,3,1,0,0,0,0,0,1208,1208
Precinct,8252901057,542,334,7,4,3,0,0,0,1,0,0,0,0,0,891,891
Precinct,8252901058,781,296,12,14,8,2,1,0,1,1,0,0,0,0,1116,1116
Precinct,8252901059,664,364,8,8,1,0,3,2,0,0,0,0,0,0,1050,1050
Precinct,8252901060,505,440,4,6,8,0,0,1,0,2,0,0,0,0,966,966
Precinct,8252901061,695,398,7,10,8,1,0,1,0,1,0,0,0,0,1121,1121
Precinct,8252901062,573,418,15,7,3,1,0,1,1,0,0,0,0,0,1019,1019
Precinct,8252901063,656,411,7,6,6,1,1,1,1,0,0,0,0,0,1090,1090
Precinct,8252901064,737,445,17,13,7,1,1,3,0,1,0,0,0,0,1225,1225
Precinct,8252901065,664,351,14,7,6,5,1,0,3,0,0,0,0,0,1051,1051
Precinct,8252901066,325,239,6,1,0,0,3,0,0,0,0,0,0,0,574,574
Precinct,8252901067,311,236,4,3,3,2,0,0,0,0,0,0,0,0,559,559
Precinct,8252901068,778,408,14,12,4,0,0,0,0,1,0,0,0,0,1217,1217
Precinct,8252901069,699,566,13,13,9,2,1,0,0,0,0,0,0,0,1303,1303
Precinct,8252901070,398,429,5,6,2,1,1,1,2,0,0,0,0,0,845,845
Precinct,8253301277,19,15,0,1,0,0,0,0,0,1,0,0,0,0,36,36
Precinct,8253401039,454,341,14,6,3,6,2,0,0,1,0,0,0,0,827,827
Precinct,8253401040,462,396,14,4,4,2,4,0,1,0,0,0,0,0,887,887
Precinct,8253401051,656,560,20,6,4,1,3,0,0,1,0,0,0,0,1251,1251
Precinct,8253401052,337,272,6,2,7,1,0,2,0,0,0,0,0,0,627,627
Precinct,8253401053,553,429,11,8,4,1,1,1,0,0,0,0,0,0,1008,1008
Precinct,8253401090,484,356,11,3,3,1,1,1,0,0,0,0,0,0,860,860
Precinct,8253401091,502,367,18,6,6,0,0,2,0,1,0,0,0,0,902,902
Precinct,8253401092,597,581,14,3,1,1,3,1,0,0,0,0,0,0,1201,1201
Precinct,8253401095,536,510,10,4,1,2,1,2,0,1,0,0,0,0,1067,1067
Precinct,8253401096,436,404,18,7,1,1,5,5,1,0,0,0,0,0,878,878
Precinct,8253401098,457,430,12,7,2,0,1,0,0,1,0,0,0,0,910,910
Precinct,8253401099,346,281,9,3,4,1,0,2,0,0,0,0,0,0,646,646
Precinct,8253401100,598,463,19,8,4,0,1,2,1,0,0,0,0,0,1096,1096
Precinct,8253401101,636,472,15,6,9,2,0,0,0,1,0,0,0,0,1141,1141
Precinct,8253401102,502,410,24,5,3,1,1,0,0,0,0,0,0,0,946,946
Precinct,8253401104,552,380,17,5,6,3,0,0,3,1,0,0,0,0,967,967
Precinct,8253401273,428,271,10,4,8,0,1,0,0,0,0,0,0,0,722,722
Precinct,8253401278,415,246,5,5,9,4,0,0,0,0,0,0,0,0,684,684
Precinct,8253501015,594,405,24,11,11,4,1,1,0,1,0,1,0,0,1053,1053
Precinct,8253501016,717,440,16,3,6,0,2,2,0,0,0,0,0,1,1187,1187
Precinct,8253501031,587,341,7,8,3,1,1,0,0,0,0,0,0,0,948,948
Precinct,8253501272,434,330,12,5,2,2,0,0,2,2,0,0,0,0,789,789
County,Alamosa,3244,4057,122,40,29,11,8,8,6,4,0,0,0,0,7529,7529
Precinct,3066202001,378,234,3,2,7,2,0,2,0,2,0,0,0,0,630,630
Precinct,3066202002,324,240,8,1,6,1,0,0,1,0,0,0,0,0,581,581
Precinct,3066202003,627,680,39,12,2,0,2,3,0,0,0,0,0,0,1365,1365
Precinct,3066202004,590,907,21,5,8,4,1,0,0,1,0,0,0,0,1537,1537
Precinct,3066202005,188,469,6,5,0,1,2,0,1,0,0,0,0,0,672,672
Precinct,3066202006,366,285,19,4,3,1,2,1,2,0,0,0,0,0,683,683
Precinct,3066202007,568,745,18,8,3,2,1,2,0,0,0,0,0,0,1347,1347
Precinct,3066202008,203,497,8,3,0,0,0,0,2,1,0,0,0,0,714,714
County,Arapahoe,190725,125311,3375,2192,2545,708,351,244,94,83,2,1,0,0,325631,325631
Precinct,1320903137,546,204,9,9,6,1,1,0,0,0,0,0,0,0,776,776
Precinct,1320903138,271,90,7,0,1,0,1,0,0,0,0,0,0,0,370,370
Precinct,1320903139,450,160,8,8,1,1,3,0,0,2,0,0,0,0,633,633
Precinct,1320903460,749,223,8,4,10,2,2,0,0,2,0,0,0,0,1000,1000
Precinct,1320903474,534,170,12,5,10,3,0,0,0,1,0,0,0,0,735,735
Precinct,4215603363,330,1258,22,7,3,0,0,1,0,0,0,0,0,0,1621,1621
Precinct,4215603364,263,988,9,9,2,0,0,0,0,0,0,0,0,0,1271,1271
Precinct,4215603365,156,652,15,6,0,0,2,0,0,0,0,0,0,0,831,831
Precinct,4274003340,1024,744,24,9,18,2,0,0,0,0,0,0,0,0,1821,1821
Precinct,4274003369,952,674,20,12,23,0,2,0,0,0,0,0,0,0,1683,1683
Precinct,4274003370,756,519,13,5,13,1,1,1,0,1,0,0,0,0,1310,1310
Precinct,4274003387,542,381,14,5,10,2,0,0,0,0,0,0,0,0,954,954
Precinct,4275603357,131,421,6,3,2,1,2,1,0,0,0,0,0,0,567,567
Precinct,4275603366,97,289,6,1,0,0,0,0,0,0,0,0,0,0,393,393
Precinct,4276103334,551,543,8,15,6,2,1,2,0,0,0,0,0,0,1128,1128
Precinct,4276103335,723,574,21,7,9,2,1,0,0,0,0,0,0,0,1337,1337
Precinct,4276103336,664,553,14,5,10,2,1,1,0,0,0,0,0,0,1250,1250
Precinct,4276103337,613,486,15,10,18,1,0,1,0,0,0,0,0,0,1144,1144
Precinct,4276103350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Precinct,4276103368,294,178,4,5,4,0,2,1,0,0,0,0,0,0,488,488
Precinct,4276103382,266,195,3,1,5,1,2,1,0,0,0,0,0,0,474,474
Precinct,4283603358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Precinct,4283603361,533,475,15,10,8,2,0,0,0,0,0,0,0,0,1043,1043
Precinct,4284003318,438,303,8,6,8,1,1,2,0,0,0,0,0,0,767,767
Precinct,4284003341,822,560,9,13,4,2,0,2,0,0,0,0,0,0,1412,1412
Precinct,4284003343,589,482,15,9,14,3,3,0,0,1,0,0,0,0,1116,1116
Precinct,4285603362,105,281,2,0,0,0,1,0,0,0,0,0,0,0,389,389
Precinct,6163703148,518,357,14,3,3,0,1,1,2,0,0,0,0,0,899,899
Precinct,6163703157,342,250,3,2,2,0,0,0,0,1,0,0,0,0,600,600
Precinct,6163703181,416,365,4,2,8,2,0,0,0,0,0,0,0,0,797,797
Precinct,6163703199,95,101,3,2,0,0,0,0,0,0,0,0,0,0,201,201
Precinct,6163703208,575,374,13,8,4,2,2,2,3,0,0,0,0,0,983,983
Precinct,6163703209,559,341,8,3,1,0,1,0,2,0,0,0,0,0,915,915
Precinct,6163703210,867,531,15,10,6,1,1,0,0,0,0,0,0,0,1431,1431
