,,Democratic,Republican,Unaffiliated,Libertarian,Green,Unity Party of Colorado,American Constitution,Approval Voting,American Solidarity,Socialist Labor,No Party Affiliation,Independent,Unaffiliated/Republican,Democratic,Total Votes Cast,Total Ballots Cast
Precinct,2181007809,966,148,10,2,10,5,1,0,1,0,0,0,0,0,1143,1143
Precinct,2181007810,541,68,10,2,12,0,0,2,1,0,0,0,0,0,636,636
Precinct,2181007811,798,91,6,10,12,2,0,0,0,0,0,0,0,0,919,919
Precinct,2181007812,618,87,4,5,4,2,0,0,0,0,0,0,0,0,720,720
Precinct,2181007813,807,79,5,4,11,2,0,0,0,0,0,0,0,0,908,908
Precinct,2181007816,1016,117,1,11,9,5,1,0,0,1,0,0,1,0,1162,1162
Precinct,2181007817,1340,140,15,5,18,6,1,0,0,1,0,0,0,0,1526,1526
Precinct,2181007818,1103,189,9,8,16,9,2,1,0,0,0,0,0,0,1337,1337
Precinct,2181007819,1154,173,17,4,17,9,2,0,1,2,0,0,0,0,1379,1379
Precinct,2181007820,1150,238,11,13,13,1,0,0,0,1,0,0,0,0,1427,1427
Precinct,2181007821,770,97,7,4,16,3,0,1,0,1,0,0,0,0,899,899
Precinct,2181007822,1059,137,9,13,18,6,0,0,0,3,0,0,0,0,1245,1245
Precinct,2181007823,770,110,4,7,24,5,0,2,1,2,0,0,0,0,925,925
Precinct,2181007824,661,96,7,1,11,6,0,1,0,1,0,0,0,0,784,784
Precinct,2181007825,1326,113,10,2,10,6,0,2,0,1,0,0,0,0,1470,1470
Precinct,2181007826,637,73,3,6,5,7,1,2,1,0,0,0,0,0,735,735
Precinct,2181007829,1018,222,14,6,13,4,0,0,0,0,0,0,0,0,1277,1277
Precinct,2181007830,1173,143,7,6,12,4,1,0,0,1,0,0,0,0,1347,1347
Precinct,2181007831,709,251,9,2,7,1,0,0,1,0,0,0,0,0,980,980
Precinct,2181007832,1101,252,7,9,23,1,0,1,0,0,0,0,0,0,1394,1394
Precinct,2181007833,929,159,9,8,20,4,1,2,1,1,0,0,0,0,1134,1134
Precinct,2181007834,791,88,5,5,18,6,1,2,0,0,0,0,0,0,916,916
Precinct,2181007835,459,61,4,0,1,3,0,0,0,0,0,0,0,0,528,528
Precinct,2181007836,450,77,4,1,4,1,0,0,0,1,0,0,0,0,538,538
Precinct,2181007837,546,81,3,2,1,1,0,0,0,0,0,0,0,0,634,634
Precinct,2181007838,848,149,11,10,7,2,0,0,0,0,0,0,0,0,1027,1027
Precinct,2181007839,997,104,12,4,4,1,1,0,2,0,0,0,0,0,1125,1125
Precinct,2181007840,1372,151,7,12,9,2,0,0,0,3,0,0,0,0,1556,1556
Precinct,2181007841,699,105,8,5,14,5,0,0,0,2,0,0,0,0,838,838
Precinct,2181007842,845,159,9,8,10,3,0,1,0,1,0,0,0,0,1036,1036
Precinct,2181007843,928,91,7,6,10,5,0,1,0,2,0,0,0,0,1050,1050
Precinct,2181007846,631,49,2,2,4,0,0,0,0,0,0,0,0,0,688,688
Precinct,2181007847,566,72,3,5,20,5,0,0,0,1,0,0,0,0,672,672
Precinct,2181007848,493,73,8,1,8,3,1,0,0,3,0,0,0,0,590,590
Precinct,2181007849,795,92,15,1,4,4,1,0,0,2,0,0,0,0,914,914
Precinct,2181007850,971,111,6,11,12,4,0,1,1,2,0,0,0,0,1119,1119
Precinct,2181007851,439,45,3,4,5,2,0,1,0,0,0,0,0,0,499,499
Precinct,2181207100,900,354,15,8,18,5,0,1,0,0,0,0,0,0,1301,1301
Precinct,2181207101,911,245,4,9,2,1,0,3,0,0,0,0,0,0,1175,1175
Precinct,2181207102,705,224,12,4,8,1,0,1,0,0,0,0,0,0,955,955
Precinct,2181207103,726,264,9,11,4,1,2,0,0,0,0,0,0,0,1017,1017
Precinct,2181207104,683,273,5,4,7,1,1,0,0,0,0,0,0,0,974,974
Precinct,2181207105,1099,282,15,18,8,4,1,2,2,0,0,0,0,0,1431,1431
Precinct,2181207106,996,258,5,10,10,1,0,0,0,0,0,0,0,0,1280,1280
Precinct,2181207200,838,177,14,7,7,2,2,1,0,1,0,0,0,0,1049,1049
Precinct,2181207201,729,183,3,7,8,1,0,0,0,0,0,0,0,0,931,931
Precinct,2181207202,586,104,2,4,2,5,0,0,0,0,0,0,0,0,703,703
Precinct,2181207203,661,152,9,5,5,1,1,0,0,2,0,0,0,0,836,836
Precinct,2181207204,1144,223,11,9,2,1,0,2,1,0,0,0,0,0,1393,1393
Precinct,2181207205,778,128,5,8,8,5,0,1,1,0,0,0,0,0,934,934
Precinct,2181207206,848,105,7,9,6,2,1,1,0,0,0,0,0,0,979,979
Precinct,2181207207,1172,216,9,8,10,0,1,0,0,1,0,0,0,0,1417,1417
Precinct,2181207208,719,176,5,9,8,6,0,2,0,0,0,0,0,0,925,925
Precinct,2181207209,979,222,14,6,6,0,0,1,0,0,0,0,0,0,1228,1228
Precinct,2181207210,1067,158,9,14,1,2,0,1,1,0,0,0,0,0,1253,1253
Precinct,2181207211,561,163,3,9,4,1,0,1,1,1,0,0,0,0,744,744
Precinct,2181207212,883,166,7,8,4,9,0,1,0,0,0,0,0,0,1078,1078
Precinct,2181207500,815,249,10,12,6,4,0,3,0,0,0,0,0,0,1099,1099
Precinct,2181207501,670,126,10,2,6,0,0,0,0,0,0,0,0,0,814,814
Precinct,2181207502,931,295,11,13,9,4,0,2,4,0,0,0,0,0,1269,1269
Precinct,2181207503,308,129,7,3,4,7,0,0,0,0,0,0,0,0,458,458
Precinct,2181207504,1826,230,13,10,22,9,2,2,1,0,0,0,0,0,2115,2115
Precinct,2181207505,620,185,11,4,2,1,2,0,0,1,0,0,0,0,826,826
Precinct,2181207506,1027,252,8,5,10,4,3,1,0,0,0,0,0,0,1310,1310
Precinct,2181207507,1336,367,12,8,13,3,0,1,0,0,0,0,0,0,1740,1740
Precinct,2181207508,1073,298,16,12,5,5,4,1,0,0,0,0,0,0,1414,1414
Precinct,2181207509,1130,255,16,8,8,2,2,1,0,0,0,0,0,0,1422,1422
Precinct,2181207510,701,343,6,12,7,2,1,0,0,0,0,0,0,0,1072,1072
Precinct,2184907003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Precinct,2184907804,961,157,7,10,8,2,0,2,0,1,0,0,0,0,1148,1148
Precinct,2184907805,883,108,11,3,12,0,1,2,1,0,0,0,0,0,1021,1021
Precinct,2184907814,624,98,7,2,4,1,0,0,0,1,0,0,0,0,737,737
Precinct,2184907815,1334,187,9,5,18,1,0,0,0,1,0,0,0,0,1555,1555
Precinct,2184907827,1283,133,10,6,19,3,0,2,0,1,0,0,0,0,1457,1457
Precinct,2184907828,532,67,3,1,4,2,0,0,0,0,0,0,0,0,609,609
Precinct,2184907844,766,89,7,3,5,2,0,0,0,0,0,0,0,0,872,872
Precinct,2184907845,1325,139,12,7,14,7,0,2,0,0,1,0,0,0,1507,1507
Precinct,2184907852,499,68,9,4,5,3,1,0,0,0,0,0,0,0,589,589
Precinct,2184907853,626,73,1,2,7,0,2,0,0,0,0,0,0,0,711,711
Precinct,2184907854,692,65,4,4,7,0,3,0,0,1,0,0,0,0,776,776
Precinct,2184907855,1056,95,6,3,8,4,0,0,0,0,0,0,0,0,1172,1172
Precinct,2184907856,1222,144,10,5,15,0,0,0,1,1,0,0,0,0,1398,1398
Precinct,2184907857,749,68,6,3,9,3,1,2,0,0,1,0,0,0,842,842
County,Broomfield,29426,16071,484,371,306,76,53,30,17,14,0,0,0,0,46848,46848
Precinct,7253364101,550,150,9,2,1,3,1,0,0,0,0,0,0,0,716,716
Precinct,7253364102,271,134,8,4,6,1,3,0,0,1,0,0,0,0,428,428
Precinct,7253364103,529,246,8,2,6,1,0,0,0,0,0,0,0,0,792,792
Precinct,7253364104,487,235,10,3,4,3,2,0,3,0,0,0,0,0,747,747
Precinct,7253364105,615,338,13,12,14,2,5,1,0,0,0,0,0,0,1000,1000
Precinct,7253364106,640,347,9,7,5,2,0,0,0,0,0,0,0,0,1010,1010
Precinct,7253364107,670,385,16,11,11,0,3,2,0,0,0,0,0,0,1098,1098
Precinct,7253364108,693,408,12,5,6,2,0,2,1,0,0,0,0,0,1129,1129
Precinct,7253364109,538,309,11,4,1,0,1,1,0,1,0,0,0,0,866,866
Precinct,7253364110,651,300,10,10,8,2,1,1,0,0,0,0,0,0,983,983
Precinct,7253364201,553,265,6,3,0,0,0,0,0,1,0,0,0,0,828,828
Precinct,7253364202,412,176,10,8,6,0,0,0,0,0,0,0,0,0,612,612
Precinct,7253364203,820,322,14,17,9,1,0,1,0,0,0,0,0,0,1184,1184
Precinct,7253364204,358,124,5,4,6,2,0,0,0,0,0,0,0,0,499,499
Precinct,7253364205,124,45,2,5,4,0,0,0,0,0,0,0,0,0,180,180
Precinct,7253364206,651,192,11,5,12,3,0,0,0,0,0,0,0,0,874,874
Precinct,7253364207,525,256,10,0,8,4,2,2,0,2,0,0,0,0,809,809
Precinct,7253364208,245,94,5,3,4,1,0,0,0,1,0,0,0,0,353,353
Precinct,7253364209,543,267,8,6,8,2,1,0,0,1,0,0,0,0,836,836
Precinct,7253364210,469,214,12,6,5,1,0,0,0,1,0,0,0,0,708,708
Precinct,7253364211,533,310,18,10,2,2,0,0,5,0,0,0,0,0,880,880
Precinct,7253364301,451,248,3,7,3,1,0,0,0,0,0,0,0,0,713,713
Precinct,7253364302,551,249,6,10,12,2,2,1,0,0,0,0,0,0,833,833
Precinct,7253364303,340,195,4,6,4,1,2,0,2,0,0,0,0,0,554,554
Precinct,7253364304,655,351,7,14,13,1,1,0,1,0,0,0,0,0,1043,1043
Precinct,7253364305,511,214,7,7,5,2,1,0,1,0,0,0,0,0,748,748
Precinct,7253364306,643,354,11,6,3,0,1,0,0,0,0,0,0,0,1018,1018
Precinct,7253364307,644,394,13,6,3,0,3,0,0,0,0,0,0,0,1063,1063
Precinct,7253364308,629,439,10,3,8,3,3,0,0,1,0,0,0,0,1096,1096
Precinct,7253364309,366,234,3,2,7,1,1,0,0,1,0,0,0,0,615,615
Precinct,7253364310,793,401,14,1,3,1,0,1,0,0,0,0,0,0,1214,1214
Precinct,7253364311,635,366,4,6,2,1,0,1,0,0,0,0,0,0,1015,1015
Precinct,7253364401,412,311,2,11,6,0,4,0,2,0,0,0,0,0,748,748
Precinct,7253364402,615,370,23,10,7,2,3,0,0,0,0,0,0,0,1030,1030
Precinct,7253364403,519,285,9,6,6,1,0,1,0,2,0,0,0,0,829,829
Precinct,7253364404,637,310,8,7,2,3,2,1,0,0,0,0,0,0,970,970
Precinct,7253364405,309,241,4,3,4,1,0,0,0,0,0,0,0,0,562,562
Precinct,7253364406,563,379,7,12,3,1,1,1,0,0,0,0,0,0,967,967
Precinct,7253364407,74,58,0,1,0,0,0,0,0,0,0,0,0,0,133,133
Precinct,7253364408,751,304,5,3,1,3,0,1,0,0,0,0,0,0,1068,1068
Precinct,7253364409,734,272,6,5,0,0,0,1,0,0,0,0,0,0,1018,1018
Precinct,7253364410,589,346,9,4,9,0,0,1,0,0,0,0,0,0,958,958
Precinct,7253364411,691,459,15,12,9,3,0,2,2,0,0,0,0,0,1193,1193
Precinct,7253364412,429,261,7,5,3,0,0,0,0,0,0,0,0,0,705,705
Precinct,7253364413,451,269,4,7,5,1,0,0,0,0,0,0,0,0,737,737
Precinct,7253364501,622,422,19,11,3,3,0,1,0,0,0,0,0,0,1081,1081
Precinct,7253364502,198,175,3,2,2,1,0,0,0,0,0,0,0,0,381,381
Precinct,7253364503,543,351,13,6,11,2,1,1,0,0,0,0,0,0,928,928
Precinct,7253364504,493,345,7,10,1,1,2,1,0,0,0,0,0,0,860,860
Precinct,7253364505,646,343,10,10,8,1,0,0,0,0,0,0,0,0,1018,1018
Precinct,7253364506,468,250,5,6,5,1,0,2,0,0,0,0,0,0,737,737
Precinct,7253364507,379,242,4,3,12,0,0,1,0,0,0,0,0,0,641,641
Precinct,7253364508,445,197,8,9,6,1,2,0,0,0,0,0,0,0,668,668
Precinct,7253364509,340,166,4,8,5,0,3,1,0,0,0,0,0,0,527,527
Precinct,7253364510,397,464,6,7,1,2,1,1,0,0,0,0,0,0,879,879
Precinct,7253364511,517,358,8,8,3,3,1,1,0,1,0,0,0,0,900,900
Precinct,7253364512,506,323,9,10,5,1,0,0,0,1,0,0,0,0,855,855
Precinct,7253364513,3,8,0,0,0,0,0,0,0,0,0,0,0,0,11,11
County,Chaffee,7992,6034,179,106,64,22,8,11,7,0,0,0,0,0,14423,14423
Precinct,7041308001,686,653,20,12,3,2,1,0,0,0,0,0,0,0,1377,1377
Precinct,7041308002,728,927,27,12,7,2,2,0,1,0,0,0,0,0,1706,1706
Precinct,7041308003,560,438,23,7,6,2,1,3,5,0,0,0,0,0,1045,1045
Precinct,7041308004,471,615,10,12,1,2,0,1,0,0,0,0,0,0,1112,1112
Precinct,7041308005,948,839,14,15,6,0,0,1,0,0,0,0,0,0,1823,1823
Precinct,7041308007,1036,419,10,6,8,2,0,2,0,0,0,0,0,0,1483,1483
Precinct,7041308008,998,337,22,13,15,2,1,2,0,0,0,0,0,0,1390,1390
Precinct,7041308009,890,436,18,6,6,4,0,0,1,0,0,0,0,0,1361,1361
Precinct,7041308010,508,485,13,8,4,0,0,1,0,0,0,0,0,0,1019,1019
Precinct,7041308011,551,419,13,10,3,5,2,0,0,0,0,0,0,0,1003,1003
Precinct,7046008006,616,466,9,5,5,1,1,1,0,0,0,0,0,0,1104,1104
County,Cheyenne,108,930,13,0,2,0,2,0,0,0,0,0,0,0,1055,1055
Precinct,4355609001,5,113,0,0,0,0,0,0,0,0,0,0,0,0,118,118
Precinct,4355609002,30,265,1,0,0,0,1,0,0,0,0,0,0,0,297,297
Precinct,4355609003,21,316,8,0,2,0,1,0,0,0,0,0,0,0,348,348
Precinct,4355609004,42,194,2,0,0,0,0,0,0,0,0,0,0,0,238,238
Precinct,4355609005,10,42,2,0,0,0,0,0,0,0,0,0,0,0,54,54
County,Clear Creek,3464,2452,74,63,30,7,8,3,0,1,0,0,0,0,6102,6102
Precinct,2084910001,589,297,16,5,6,2,2,0,0,1,0,0,0,0,918,918
Precinct,2084910002,157,120,3,4,0,0,3,1,0,0,0,0,0,0,288,288
Precinct,2084910003,179,179,3,2,0,0,0,0,0,0,0,0,0,0,363,363
Precinct,2084910004,382,306,13,10,8,0,0,1,0,0,0,0,0,0,720,720
Precinct,2084910005,351,268,7,4,5,2,0,0,0,0,0,0,0,0,637,637
Precinct,2084910006,256,161,2,5,2,1,0,0,0,0,0,0,0,0,427,427
Precinct,2084910007,610,462,13,17,6,1,1,1,0,0,0,0,0,0,1111,1111
Precinct,2084910008,416,234,5,6,1,0,0,0,0,0,0,0,0,0,662,662
Precinct,2084910009,524,425,12,10,2,1,2,0,0,0,0,0,0,0,976,976
County,Conejos,1627,2358,78,15,8,6,8,4,0,0,0,1,0,0,4105,4105
Precinct,3066211001,226,91,12,3,1,1,0,0,0,0,0,0,0,0,334,334
Precinct,3066211002,151,268,5,0,0,1,0,2,0,0,0,0,0,0,427,427
Precinct,3066211003,172,171,13,0,0,1,0,1,0,0,0,0,0,0,358,358
Precinct,3066211004,211,119,10,0,2,0,1,0,0,0,0,0,0,0,343,343
Precinct,3066211005,184,244,5,2,2,1,1,0,0,0,0,1,0,0,440,440
Precinct,3066211006,186,382,11,0,2,1,1,0,0,0,0,0,0,0,583,583
Precinct,3066211007,95,139,5,2,0,0,2,0,0,0,0,0,0,0,243,243
Precinct,3066211008,148,487,10,6,0,1,1,0,0,0,0,0,0,0,653,653
Precinct,3066211009,118,250,4,1,0,0,1,0,0,0,0,0,0,0,374,374
Precinct,3066211010,136,207,3,1,1,0,1,1,0,0,0,0,0,0,350,350
County,Costilla,1155,850,49,7,8,4,3,4,0,0,0,0,0,0,2080,2080
Precinct,3066212001,113,37,8,0,1,1,0,0,0,0,0,0,0,0,160,160
Precinct,3066212002,159,41,3,0,1,0,0,0,0,0,0,0,0,0,204,204
Precinct,3066212003,75,39,3,0,0,0,0,0,0,0,0,0,0,0,117,117
Precinct,3066212004,150,72,8,1,0,0,0,0,0,0,0,0,0,0,231,231
Precinct,3066212005,76,94,5,1,1,1,0,0,0,0,0,0,0,0,178,178
Precinct,3066212006,56,33,0,0,1,0,0,0,0,0,0,0,0,0,90,90
Precinct,3066212007,356,326,6,3,2,1,2,2,0,0,0,0,0,0,698,698
Precinct,3066212008,170,208,16,2,2,1,1,2,0,0,0,0,0,0,402,402
County,Crowley,422,1231,29,7,8,1,7,1,0,0,0,0,0,0,1706,1706
Precinct,4354713001,104,267,6,0,1,0,4,0,0,0,0,0,0,0,382,382
Precinct,4354713002,65,203,5,0,2,0,1,0,0,0,0,0,0,0,276,276
Precinct,4354713003,72,174,3,0,1,0,0,0,0,0,0,0,0,0,250,250
Precinct,4354713004,65,197,7,5,1,0,1,0,0,0,0,0,0,0,276,276
Precinct,4354713005,64,209,4,2,1,0,1,0,0,0,0,0,0,0,281,281
Precinct,4354713006,52,181,4,0,2,1,0,1,0,0,0,0,0,0,241,241
County,Custer,1188,2583,35,35,9,2,9,6,0,0,0,0,0,0,3867,3867
Precinct,7046014001,421,870,10,11,2,0,3,4,0,0,0,0,0,0,1321,1321
Precinct,7046014002,393,847,16,6,1,1,2,2,0,0,0,0,0,0,1268,1268
Precinct,7046014003,374,866,9,18,6,1,4,0,0,0,0,0,0,0,1278,1278
County,Delta,6030,12948,271,90,80,23,26,8,1,1,0,0,0,0,19478,19478
Precinct,3055415001,206,964,14,3,1,0,1,0,0,0,0,0,0,0,1189,1189
Precinct,3055415002,160,496,8,3,1,0,1,0,0,0,0,0,0,0,669,669
Precinct,3055415003,200,442,3,2,0,0,0,0,0,0,0,0,0,0,647,647
Precinct,3055415004,286,698,17,8,0,1,1,0,0,0,0,0,0,0,1011,1011
Precinct,3055415005,205,399,8,2,2,0,0,0,0,0,0,0,0,0,616,616
Precinct,3055415006,271,763,9,5,2,0,0,1,0,0,0,0,0,0,1051,1051
Precinct,3055415007,231,745,13,1,1,1,0,1,0,0,0,0,0,0,993,993
Precinct,3055415008,224,934,11,6,1,0,3,2,0,0,0,0,0,0,1181,1181
Precinct,3055415009,275,841,19,4,2,0,3,2,1,0,0,0,0,0,1147,1147
Precinct,3055415010,218,772,14,2,0,1,1,0,0,0,0,0,0,0,1008,1008
Precinct,3055815015,402,887,17,7,6,1,2,0,0,0,0,0,0,0,1322,1322
Precinct,3055815016,347,648,11,3,8,2,6,2,0,0,0,0,0,0,1027,1027
Precinct,3055815017,282,617,13,4,11,2,2,0,0,0,0,0,0,0,931,931
Precinct,3055815018,535,495,22,6,10,4,0,0,0,1,0,0,0,0,1073,1073
Precinct,3055815019,462,225,20,6,16,4,0,0,0,0,0,0,0,0,733,733
Precinct,3055815020,535,444,21,6,13,4,1,0,0,0,0,0,0,0,1024,1024
Precinct,3075415011,366,626,14,6,1,0,2,0,0,0,0,0,0,0,1015,1015
Precinct,3075415012,214,522,14,2,2,2,3,0,0,0,0,0,0,0,759,759
Precinct,3075415013,249,685,15,8,1,0,0,0,0,0,0,0,0,0,958,958
Precinct,3075415014,362,745,8,6,2,1,0,0,0,0,0,0,0,0,1124,1124
County,Denver,278634,74765,3086,2089,3092,1061,156,193,99,339,2,2,0,1,363519,363519
Precinct,1260116126,718,598,9,7,3,1,0,0,1,0,0,0,0,0,1337,1337
Precinct,1260116127,761,485,14,4,3,1,2,2,7,0,0,0,0,0,1279,1279
Precinct,1260116128,599,405,12,2,8,5,1,0,0,0,0,0,0,0,1032,1032
Precinct,1260116129,562,361,17,7,11,1,0,0,2,0,0,0,0,0,961,961
Precinct,1260116130,820,591,15,5,5,1,4,0,0,0,0,0,0,0,1441,1441
Precinct,1260116131,676,555,8,11,6,3,0,1,0,1,0,0,0,0,1261,1261
Precinct,1260116132,549,311,8,3,6,0,0,0,1,0,0,0,0,0,878,878
Precinct,1260116133,646,427,15,10,8,3,0,0,1,1,0,0,0,0,1111,1111
Precinct,1260116134,484,383,7,7,3,1,0,1,0,1,0,0,0,0,887,887
Precinct,1260116135,610,490,6,7,4,2,1,0,1,0,0,0,0,0,1121,1121
Precinct,1260316301,616,200,5,4,8,4,0,3,0,0,0,0,0,0,840,840
Precinct,1260316302,940,375,16,11,15,3,1,0,0,1,0,0,0,0,1362,1362
Precinct,1260316303,990,408,4,10,17,2,0,0,5,0,1,0,0,0,1437,1437
Precinct,1260316304,414,182,5,1,5,7,1,0,0,0,0,0,0,0,615,615
Precinct,1260316305,855,419,17,8,5,0,0,0,0,1,0,0,0,0,1305,1305
Precinct,1260316306,950,325,8,8,8,2,0,1,0,0,0,0,0,0,1302,1302
Precinct,1260316307,787,299,8,4,9,4,1,1,1,1,0,0,0,0,1115,1115
Precinct,1260316308,739,289,10,6,18,7,1,0,2,1,0,0,0,0,1073,1073
Precinct,1260316309,994,359,11,8,6,2,1,1,0,1,0,0,0,0,1383,1383
Precinct,1260316310,719,313,9,5,7,4,0,1,0,1,0,0,0,0,1059,1059
Precinct,1260316311,901,356,15,8,15,9,3,0,0,1,0,0,0,0,1308,1308
Precinct,1260316312,618,272,8,10,7,0,1,0,0,2,0,0,0,0,918,918
Precinct,1260316313,939,376,12,7,8,1,1,0,0,1,0,0,0,0,1345,1345
Precinct,1260316314,762,348,8,4,5,2,0,0,0,1,0,0,0,0,1130,1130
Precinct,1260316315,595,347,9,4,5,0,2,0,0,1,0,0,0,0,963,963
Precinct,1260916925,947,334,10,12,5,2,0,1,0,0,0,0,0,0,1311,1311
Precinct,1260916926,951,319,9,9,3,2,0,0,0,0,0,0,0,0,1293,1293
Precinct,1260916927,765,262,6,4,6,1,1,0,0,0,0,0,0,0,1045,1045
Precinct,1260916928,849,290,18,7,10,4,0,0,0,0,0,0,0,0,1178,1178
Precinct,1310216201,1053,129,6,10,13,6,0,0,0,4,0,0,0,0,1221,1221
Precinct,1310216202,1033,125,4,7,12,5,0,0,0,4,0,0,0,0,1190,1190
Precinct,1310216203,972,141,6,2,7,2,0,0,0,0,0,0,0,0,1130,1130
Precinct,1310216204,986,165,9,2,8,0,1,1,0,1,0,0,0,0,1173,1173
Precinct,1310216205,816,317,4,14,6,0,0,1,0,0,0,0,0,0,1158,1158
Precinct,1310216206,765,405,6,16,4,3,0,0,0,0,0,0,0,0,1199,1199
Precinct,1310216207,907,354,12,10,3,2,0,0,1,1,0,0,0,0,1290,1290
Precinct,1310216208,856,400,7,10,6,6,0,0,0,1,0,0,0,0,1286,1286
Precinct,1310216209,987,325,9,12,6,1,0,1,0,0,0,0,0,0,1341,1341
Precinct,1310216210,1119,330,6,11,3,1,1,0,0,0,0,0,0,0,1471,1471
Precinct,1310216211,1084,361,4,8,6,0,0,0,0,1,0,0,0,0,1464,1464
Precinct,1310216212,1471,222,17,8,25,10,1,0,0,7,0,0,0,0,1761,1761
Precinct,1310216213,1282,206,13,9,20,8,0,0,1,4,0,0,0,0,1543,1543
Precinct,1310216214,920,123,11,2,19,10,0,0,0,2,0,0,0,0,1087,1087
Precinct,1310216215,834,122,11,9,12,1,0,1,1,4,0,0,0,0,995,995
Precinct,1310216216,911,246,12,14,10,2,0,0,0,1,0,0,0,0,1196,1196
Precinct,1310216217,1050,283,5,15,6,2,3,1,0,0,0,0,0,0,1365,1365
Precinct,1310216218,758,399,6,6,1,1,0,0,0,0,0,0,0,0,1171,1171
Precinct,1310216219,904,395,6,6,6,2,0,0,0,0,0,0,0,0,1319,1319
Precinct,1310216220,1101,162,11,11,18,2,0,1,0,2,0,0,0,0,1308,1308
Precinct,1310216221,1104,238,11,10,12,0,0,1,0,1,0,0,0,0,1377,1377
Precinct,1310216222,921,232,18,8,9,5,0,1,1,3,0,0,0,0,1198,1198
Precinct,1310216223,1116,222,6,21,5,4,1,1,0,0,0,0,0,0,1376,1376
Precinct,1310216224,1040,285,10,14,7,0,0,0,0,2,0,0,0,0,1358,1358
Precinct,1310216225,1032,263,12,10,5,3,0,0,0,0,0,0,0,0,1325,1325
Precinct,1310216226,995,283,9,9,5,2,0,1,0,0,0,0,0,0,1304,1304
Precinct,1310216227,963,351,13,7,5,0,1,3,0,0,0,0,0,0,1343,1343
Precinct,1310216228,1062,355,20,11,6,2,0,3,0,0,0,0,0,0,1459,1459
Precinct,1310216229,1033,417,9,9,4,1,2,0,2,1,0,0,0,0,1478,1478
Precinct,1310516523,370,112,2,4,7,3,1,0,0,2,0,0,0,0,501,501
Precinct,1310516524,781,192,8,8,9,1,1,1,0,5,0,0,0,0,1006,1006
Precinct,1310516525,708,205,4,7,6,3,0,0,0,3,0,0,0,0,936,936
Precinct,1310516528,841,158,14,5,11,6,0,3,0,0,0,0,0,0,1038,1038
Precinct,1310516530,1101,273,9,7,16,3,0,0,0,0,0,0,0,0,1409,1409
Precinct,1310616601,888,192,6,3,9,5,0,2,0,1,0,0,0,0,1106,1106
Precinct,1310616602,1267,172,10,11,24,3,1,1,0,0,0,0,0,0,1489,1489
Precinct,1310616603,1304,206,14,8,19,7,0,1,0,6,0,0,0,0,1565,1565
Precinct,1310616604,1351,153,8,5,38,18,0,2,0,3,0,0,0,0,1578,1578
Precinct,1310616605,973,108,8,9,25,6,0,0,0,2,0,0,0,0,1131,1131
Precinct,1310616606,1150,130,5,8,25,9,0,0,0,4,0,0,0,0,1331,1331
Precinct,1310616607,1303,151,18,6,31,1,0,1,0,5,0,0,0,0,1516,1516
Precinct,1310616608,1331,189,3,7,20,4,0,0,0,1,0,0,0,0,1555,1555
Precinct,1310616609,1295,116,5,6,35,11,0,0,0,4,0,0,0,0,1472,1472
Precinct,1310616610,1113,109,7,7,35,15,0,1,0,3,0,0,0,0,1290,1290
Precinct,1310616611,1120,130,8,5,29,8,0,1,0,1,0,0,0,0,1302,1302
Precinct,1310616612,1399,131,9,8,24,4,1,0,0,4,0,0,0,0,1580,1580
Precinct,1310616613,1416,149,5,3,18,12,0,1,0,0,0,0,0,0,1604,1604
Precinct,1310616614,1067,108,13,5,19,3,0,1,0,4,0,0,0,0,1220,1220
Precinct,1310616615,1319,130,5,10,20,9,0,2,0,3,0,0,0,0,1498,1498
Precinct,1310616616,1308,136,7,8,14,7,0,3,0,0,0,0,0,0,1483,1483
Precinct,1310616617,1358,148,12,5,12,0,0,4,0,2,0,0,0,0,1541,1541
Precinct,1310616618,1273,202,5,13,13,1,0,0,0,1,0,0,0,0,1508,1508
Precinct,1310616619,951,120,3,7,16,2,0,1,1,3,0,0,0,0,1104,1104
Precinct,1310616620,1066,150,7,7,15,1,0,0,0,0,0,0,0,0,1246,1246
Precinct,1310616621,1167,242,6,11,13,4,1,1,0,1,0,0,0,0,1446,1446
Precinct,1310616622,645,79,6,4,12,5,0,0,0,1,0,0,0,0,752,752
Precinct,1310616623,982,184,9,8,7,3,0,0,0,2,0,0,0,0,1195,1195
Precinct,1310616624,940,135,9,6,19,6,0,0,0,0,0,0,0,0,1115,1115
Precinct,1310616625,1028,201,7,9,10,3,1,0,0,1,0,0,0,0,1260,1260
Precinct,1310616626,1380,242,14,4,5,0,0,0,2,3,0,0,0,0,1650,1650
Precinct,1310616627,741,151,5,4,11,3,1,0,0,2,0,0,0,0,918,918
Precinct,1310616628,632,156,9,3,7,5,0,1,0,2,0,0,0,0,815,815
Precinct,1310616629,1133,251,4,9,14,3,0,1,0,0,0,0,0,0,1415,1415
Precinct,1310616630,907,221,11,4,8,1,0,0,0,0,0,0,0,0,1152,1152
Precinct,1310616631,684,227,5,6,4,0,2,0,0,0,0,0,0,0,928,928
Precinct,1310616632,1103,236,13,4,16,1,0,0,0,1,0,0,0,0,1374,1374
Precinct,1310816813,937,214,10,4,14,6,1,2,1,1,0,0,0,0,1190,1190
Precinct,1310816815,892,150,12,6,17,7,0,0,0,1,0,0,0,0,1085,1085
