,,Democratic,Republican,Libertarian,Green,Unaffiliated,American Constitution,Unity Party of Colorado,American Solidarity,Unaffiliated,Socialism/Liberation,Independent American,Alliance,Unaffiliated,Unaffiliated,Prohibition,Unaffiliated,Progressive,Approval Voting,Socialist Workers,Socialist Equality,Unaffiliated,Unaffiliated/No Party Affiliation,Independent,No Party Affiliation,Total Votes Cast,Total Ballots Cast
Precinct,2145235245,534,281,12,3,1,4,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,842,842
Precinct,2145235246,661,222,26,7,6,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,929,929
Precinct,2145235247,482,103,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,597,597
Precinct,2145235248,542,226,15,3,1,0,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,795,795
Precinct,2145235249,716,428,15,4,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,1168
Precinct,2145235250,448,140,12,3,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,611
Precinct,2145235251,504,245,23,2,3,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,782,782
Precinct,2145235252,542,224,16,2,3,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,794,794
Precinct,2145335301,759,202,15,5,6,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997,997
Precinct,2145335302,1337,181,17,8,5,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1554,1554
Precinct,2145335303,1027,147,21,13,4,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219,1219
Precinct,2145335304,588,188,22,3,2,0,0,2,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,810,810
Precinct,2145335305,997,309,38,6,4,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,1359
Precinct,2145335306,473,142,20,8,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,647,647
Precinct,2145335307,483,111,11,2,1,0,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,614,614
Precinct,2145335308,583,166,29,4,1,1,0,0,0,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,790,790
Precinct,2145335309,273,79,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,361
Precinct,2145335310,622,234,13,5,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,882
Precinct,2145335311,574,167,22,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,765
Precinct,2145335312,965,254,32,4,0,0,1,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1264,1264
Precinct,2145335313,871,330,28,2,3,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243,1243
Precinct,2145335314,791,255,17,3,5,2,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1078,1078
Precinct,2145335315,879,400,34,6,4,3,1,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1335,1335
Precinct,2145335316,649,242,15,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,919
Precinct,2145335317,960,350,22,4,2,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1346,1346
Precinct,2145335318,847,339,34,11,5,0,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1244,1244
Precinct,2145335319,751,353,20,3,5,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,1139
Precinct,2145335320,670,280,20,4,4,0,1,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,986,986
Precinct,2145335321,851,313,23,7,4,3,1,0,0,2,0,0,1,0,1,0,0,2,1,1,0,0,0,0,1210,1210
Precinct,2145335322,909,384,24,9,1,2,2,5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1340,1340
Precinct,2145335323,823,442,29,4,5,3,2,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1314,1314
Precinct,2145335324,1010,494,27,1,3,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1549,1549
Precinct,2145335325,1021,415,28,8,1,4,2,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1489,1489
Precinct,2145335326,595,236,23,5,4,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,868,868
Precinct,2145335327,818,488,19,3,1,1,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1336,1336
Precinct,2145335328,877,503,20,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1406,1406
Precinct,2145335329,683,470,17,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180,1180
Precinct,2145335330,699,547,18,5,3,3,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1281,1281
Precinct,2145335331,471,356,19,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,854
Precinct,2145335332,558,425,31,3,2,4,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1028,1028
Precinct,2145335333,513,377,14,6,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,917,917
Precinct,2145335334,626,149,23,2,5,1,3,1,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,817,817
Precinct,2145335335,181,32,6,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,225,225
Precinct,2145335336,657,147,23,3,3,0,2,2,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,841,841
Precinct,2145335337,735,206,34,9,3,2,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,996,996
Precinct,2145335338,483,159,23,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,671
Precinct,2145335339,583,164,20,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,778,778
Precinct,2145335340,522,263,19,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,809
Precinct,2145335341,516,102,17,4,2,0,2,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,649,649
Precinct,2145335342,486,201,15,1,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,710,710
Precinct,2145335343,599,143,17,8,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,773,773
Precinct,2145335344,516,194,17,6,5,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,744,744
Precinct,2154935401,311,359,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,678
Precinct,2154935402,278,498,11,0,4,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,797,797
Precinct,2154935403,379,841,15,4,1,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1246,1246
Precinct,2154935404,34,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91
Precinct,2154935405,387,318,10,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,720
Precinct,2154935406,446,374,16,6,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,849
Precinct,2154935407,424,300,17,8,5,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,758,758
Precinct,2154935408,365,438,16,4,1,2,2,1,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,835,835
Precinct,2154935409,454,687,16,4,0,3,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1170,1170
Precinct,2154935410,456,497,28,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986,986
Precinct,2154935411,735,594,11,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,1343
Precinct,2154935412,468,311,5,5,1,2,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,798,798
Precinct,2154935413,670,521,9,4,2,1,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1213,1213
Precinct,2154935414,624,446,13,3,2,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1095,1095
Precinct,2154935415,690,485,15,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1198,1198
Precinct,2154935416,773,466,13,3,2,4,1,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1268,1268
Precinct,2154935417,642,465,19,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,1132
Precinct,2154935418,615,908,30,5,3,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569,1569
Precinct,2154935419,415,608,15,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,1045
Precinct,2154935420,492,493,7,1,2,2,4,2,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1008,1008
Precinct,2154935421,426,517,15,9,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974,974
Precinct,2154935422,409,659,15,3,3,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1097,1097
Precinct,2154935423,577,874,15,1,2,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1474,1474
Precinct,2154935424,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43
Precinct,2154935425,66,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,158
Precinct,2154935426,439,567,22,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,1040
Precinct,2154935427,725,536,7,3,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,1279
Precinct,2154935428,762,411,18,5,2,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1205,1205
Precinct,2154935429,462,454,18,3,1,4,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,946,946
Precinct,2154935430,387,515,23,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,931,931
Precinct,2154935431,571,763,39,5,4,2,4,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1392,1392
Precinct,2154935432,681,881,32,2,4,3,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1609,1609
Precinct,2154935433,540,786,34,2,3,4,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,1375
Precinct,2154935434,484,791,23,7,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1312,1312
Precinct,2154935435,483,638,34,1,5,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1171,1171
Precinct,2154935436,407,517,12,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,945,945
Precinct,2154935437,396,530,17,2,4,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,955,955
Precinct,2154935438,446,501,24,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,978,978
Precinct,2154935439,370,272,16,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,661
Precinct,2154935440,397,465,19,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,888,888
Precinct,2154935441,537,323,12,3,6,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,886,886
Precinct,2154935442,620,700,29,7,5,3,0,0,2,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1370,1370
Precinct,2154935443,239,390,10,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,646,646
Precinct,2154935444,289,418,26,3,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,743
Precinct,2155135501,500,565,18,2,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1092,1092
Precinct,2155135502,486,688,20,1,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,1204
Precinct,2155135503,550,786,23,7,7,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1384,1384
Precinct,2155135504,563,695,31,1,7,1,2,4,4,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1313,1313
Precinct,2155135505,537,585,25,3,5,0,1,0,1,1,1,1,2,1,0,1,1,1,0,1,0,0,0,0,1167,1167
Precinct,2155135506,439,591,18,0,2,4,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1059,1059
Precinct,2155135507,738,846,22,1,5,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622,1622
Precinct,2155135508,477,502,15,2,1,2,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1004,1004
Precinct,2155135509,422,361,14,4,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,807
Precinct,2155135510,646,602,26,6,7,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293,1293
Precinct,2155135511,377,427,2,1,4,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,818
Precinct,2155135512,681,663,25,4,4,0,0,1,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1384,1384
Precinct,2155135513,501,552,29,4,1,7,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1100,1100
Precinct,2155135514,613,589,27,5,2,2,2,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1246,1246
Precinct,2155135515,532,612,16,3,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,1170
Precinct,2155135516,697,804,9,3,1,1,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1522,1522
Precinct,2155135517,630,618,25,3,6,0,1,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1291,1291
Precinct,2155135518,677,722,38,4,3,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1450,1450
Precinct,2155135519,538,663,27,2,2,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1240,1240
Precinct,2155135520,603,670,21,3,3,4,1,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1313,1313
Precinct,2155135521,568,539,14,3,1,1,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1132,1132
Precinct,2155135522,733,795,25,2,3,4,2,2,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1572,1572
Precinct,2155135523,501,501,5,0,3,3,0,2,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1020,1020
Precinct,2155135524,548,620,19,6,4,3,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1205,1205
Precinct,2155135525,395,463,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866,866
Precinct,2155135526,685,682,25,7,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1405,1405
Precinct,2155135527,538,664,17,1,4,2,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1234,1234
Precinct,2155135528,768,675,26,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1484,1484
Precinct,2155135529,563,315,13,12,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,909,909
Precinct,2155135530,706,666,27,2,5,2,1,2,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1415,1415
Precinct,2155135531,430,520,20,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,978
Precinct,2155135532,618,625,30,5,4,3,1,5,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1295,1295
Precinct,2155135533,497,455,21,4,5,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,989,989
Precinct,2155135534,361,353,14,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,732,732
Precinct,2155135535,612,753,26,3,4,4,1,3,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1411,1411
Precinct,2155135536,675,922,23,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630,1630
Precinct,2155135537,667,824,25,4,3,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1530,1530
Precinct,2155135538,590,767,27,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1392,1392
Precinct,2155135539,560,717,32,1,3,4,3,0,4,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1329,1329
Precinct,2155135540,269,331,17,9,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,634,634
Precinct,2155135541,568,906,19,1,0,6,2,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1506,1506
Precinct,2155135542,869,718,28,6,3,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1633,1633
Precinct,2155135543,303,391,21,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,722
Precinct,2155135544,454,303,30,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,794,794
Precinct,2155135545,385,446,22,3,1,8,0,2,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,874,874
Precinct,2155135546,397,294,22,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,720
Precinct,2155135547,416,374,22,2,1,3,1,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,827,827
Precinct,2155135548,309,293,7,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,615
Precinct,2155135549,263,353,17,2,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,641,641
Precinct,2155235601,270,126,4,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,405
Precinct,2155235602,562,268,11,1,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,849,849
Precinct,2155235603,839,527,13,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385,1385
Precinct,2155335701,893,301,23,3,5,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1230,1230
Precinct,2155335702,692,298,16,6,2,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1019,1019
Precinct,2155335703,574,405,8,4,5,2,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1004,1004
Precinct,2234935801,445,513,11,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,978,978
Precinct,2234935802,486,466,14,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979,979
Precinct,2234935803,461,588,18,0,0,1,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1075,1075
Precinct,2234935804,637,638,26,0,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1309,1309
Precinct,2234935805,282,362,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,651
Precinct,2234935806,409,496,12,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,924,924
Precinct,2234935807,326,385,3,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,721,721
Precinct,2234935808,578,852,17,2,0,4,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1458,1458
Precinct,2234935809,381,853,28,4,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,1272
Precinct,2234935810,429,648,24,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,1109
Precinct,2234935811,640,994,32,2,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1676,1676
Precinct,2234935812,377,591,10,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,981,981
Precinct,2234935813,358,603,9,2,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,979,979
Precinct,2234935814,429,446,20,2,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,904,904
Precinct,2234935815,417,571,10,0,1,1,1,4,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1010,1010
Precinct,2235235101,513,295,19,5,2,3,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,842,842
Precinct,2235235102,122,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,229
County,Las Animas,3497,4284,86,17,21,19,5,5,7,1,6,1,3,0,5,2,1,0,1,0,0,0,0,0,7961,7961
Precinct,4356436001,18,168,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,189
Precinct,4356436002,21,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80,80
Precinct,4356436003,182,484,7,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,683
Precinct,4356436004,209,353,5,4,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,576,576
Precinct,4356436005,133,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,406
Precinct,4356436006,132,261,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,398
Precinct,4356436007,180,268,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,458
Precinct,4356436008,140,138,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,286,286
Precinct,4356436009,189,307,2,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,507,507
Precinct,4356436010,317,348,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,673,673
Precinct,4356436011,422,262,11,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,701,701
Precinct,4356436012,310,280,11,0,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,607,607
Precinct,4356436013,258,215,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,480
Precinct,4356436014,265,216,6,0,1,3,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,496,496
Precinct,4356436015,367,325,13,2,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,714,714
Precinct,4356436016,354,334,8,1,2,3,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,707,707
County,Lincoln,470,2135,26,1,3,7,1,1,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2651,2651
Precinct,4016437001,34,181,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,217,217
Precinct,4016437002,69,284,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,360
Precinct,4016437003,48,210,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,263,263
Precinct,4016437004,29,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,185
Precinct,4016437005,54,212,4,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,276
Precinct,4016437006,33,183,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,219,219
Precinct,4016437007,84,267,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,357
Precinct,4016437008,7,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58
Precinct,4016437009,22,113,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,137
Precinct,4016437010,13,157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,171
Precinct,4016437011,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48
Precinct,4016437012,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31
Precinct,4016437013,70,251,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,329,329
County,Logan,2218,8087,139,16,20,18,4,5,9,1,0,2,2,1,4,2,0,1,2,1,0,0,0,0,10532,10532
Precinct,4016538001,221,626,15,0,3,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,869,869
Precinct,4016538002,227,528,13,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,773,773
Precinct,4016538003,124,353,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,487
Precinct,4016538004,228,529,15,0,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,783,783
Precinct,4016538005,176,428,8,2,1,1,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,622,622
Precinct,4016538006,183,429,13,4,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,634
Precinct,4016538007,309,721,18,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1054,1054
Precinct,4016538008,166,848,10,2,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,1034
Precinct,4016538009,149,823,13,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,988,988
Precinct,4016538010,98,728,6,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,837,837
Precinct,4016538011,75,443,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,525
Precinct,4016538012,44,285,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,336
Precinct,4016538013,77,478,4,0,0,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,566,566
Precinct,4016538014,31,318,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,353
Precinct,4016538015,88,353,3,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,450,450
Precinct,4016538016,22,197,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,221,221
County,Mesa,31536,56894,1306,188,197,200,65,38,58,15,15,10,16,15,18,17,7,12,7,1,7,1,0,0,90623,90623
Precinct,3075439001,244,1349,13,0,1,2,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1615,1615
Precinct,3075439002,378,1198,12,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595,1595
